Energies_eV	Nifoil2mu_03_26
8213.195	0.152770387848572
8213.445	0.149025186515576
8213.695	0.151969558207417
8213.945	0.15125979886723
8214.195	0.149493841872902
8214.445	0.151187055203106
8214.695	0.148704090771043
8214.945	0.15237770247064
8215.195	0.151841689017321
8215.445	0.150068206451934
8215.695	0.151932822342328
8215.945	0.1492551602283
8216.195	0.152363598543227
8216.445	0.151324173365772
8216.695	0.149123809284603
8216.945	0.152643524246859
8217.195	0.14851622697064
8217.445	0.15195275066181
8217.695	0.152453368728865
8217.945	0.148902550998288
8218.195	0.15168023827933
8218.445	0.149298892693877
8218.695	0.15185812010673
8218.945	0.152358233848006
8219.195	0.148423990575171
8219.445	0.151651673328898
8219.695	0.148703840125734
8219.945	0.151377497671698
8220.195	0.150998615392797
8220.445	0.148201665063028
8220.695	0.150326435000921
8220.945	0.14699473940206
8221.195	0.150428997938843
8221.445	0.150445694741478
8221.695	0.148119882287845
8221.945	0.150260852103401
8222.195	0.146526047264367
8222.445	0.149729716952703
8222.695	0.149508422363637
8222.945	0.146394300307486
8223.195	0.149987099446533
8223.445	0.147015072068656
8223.695	0.149933359489185
8223.945	0.149818125231042
8224.195	0.146558256589434
8224.445	0.149420586863359
8224.695	0.145825324378233
8224.945	0.148606080571096
8225.195	0.149224099835713
8225.445	0.145795381361733
8225.695	0.148366378226662
8225.945	0.14540855835681
8226.195	0.148786269765569
8226.445	0.148194432431913
8226.695	0.144318779366779
8226.945	0.147111497614039
8227.195	0.143860641536228
8227.445	0.148130125529915
8227.695	0.146562804699379
8227.945	0.144733654509652
8228.195	0.147614296952755
8228.445	0.14371635105804
8228.695	0.147471062832381
8228.945	0.146044739345228
8229.195	0.144234832509212
8229.445	0.146555712243606
8229.695	0.143398898977794
8229.945	0.147172733387763
8230.195	0.145936815946767
8230.445	0.143735103890937
8230.695	0.145632391267238
8230.945	0.142592061166393
8231.195	0.146620754969379
8231.445	0.144391334971803
8231.695	0.144032828690657
8231.945	0.145747297858623
8232.195	0.142527140785017
8232.445	0.145543737904442
8232.695	0.143268758037898
8232.945	0.143603265956096
8233.195	0.144529436750207
8233.445	0.142266103848863
8233.695	0.145809226425375
8233.945	0.143464570996579
8234.195	0.143744839334751
8234.445	0.144360019541465
8234.695	0.1414466584028
8234.945	0.145064523445066
8235.195	0.142113292913583
8235.445	0.14263431680719
8235.695	0.143294312838998
8235.945	0.141222341688274
8236.195	0.143543889520987
8236.445	0.141830912728733
8236.695	0.142419789684653
8236.945	0.142456296685813
8237.195	0.140459785362484
8237.445	0.142672807838651
8237.695	0.141687010979105
8237.945	0.142300703298493
8238.195	0.143014783682051
8238.445	0.14083088591472
8238.695	0.142596450829577
8238.945	0.140988246049587
8239.195	0.141736443322936
8239.445	0.141534774364501
8239.695	0.14029444022727
8239.945	0.14249164931463
8240.195	0.139517837661441
8240.445	0.142788471690141
8240.695	0.14169020246583
8240.945	0.139558552067875
8241.195	0.141609247367709
8241.445	0.138843387190743
8241.695	0.141927177267914
8241.945	0.14116521505498
8242.195	0.139744886973214
8242.445	0.142381237349848
8242.695	0.138967758431481
8242.945	0.141865907978977
8243.195	0.14058058043536
8243.445	0.139557260750123
8243.695	0.141437844329679
8243.945	0.138790977771715
8244.195	0.141814295018591
8244.445	0.139934864743275
8244.695	0.140175680462442
8244.945	0.140084651067061
8245.195	0.138033936366841
8245.445	0.141033158033001
8245.695	0.13790688019164
8245.945	0.139615357283217
8246.195	0.140076342637862
8246.445	0.138141106354523
8246.695	0.140098638228612
8246.945	0.136288588714866
8247.195	0.139952215713234
8247.445	0.138439773707287
8247.695	0.137407655187755
8247.945	0.139381963622281
8248.195	0.136635021053333
8248.445	0.140192229437991
8248.695	0.138199238468491
8248.945	0.13732815432735
8249.195	0.138639447462598
8249.445	0.13628303520406
8249.695	0.13879442248646
8249.945	0.137363183463856
8250.195	0.138060516199764
8250.445	0.138615328935279
8250.695	0.136690489683946
8250.945	0.138757406781032
8251.195	0.13698381713244
8251.445	0.137921764426868
8251.695	0.137801527863576
8251.945	0.136549980422492
8252.195	0.138412959423021
8252.445	0.135702573361437
8252.695	0.138421417289919
8252.945	0.137084149808563
8253.195	0.136133972467721
8253.445	0.137120517557011
8253.695	0.135199648774073
8253.945	0.137625823081781
8254.195	0.136760791983379
8254.445	0.136640967975803
8254.695	0.137670456989136
8254.945	0.135337170920118
8255.195	0.137186159855222
8255.445	0.135638893923236
8255.695	0.136483769449445
8255.945	0.136446511122949
8256.195	0.13537766470137
8256.445	0.13687161724411
8256.695	0.134668789233409
8256.945	0.137034178485353
8257.195	0.135805572571888
8257.445	0.134854375139207
8257.695	0.136394163224993
8257.945	0.134425482451569
8258.195	0.13666038805171
8258.445	0.135720816465862
8258.695	0.135878633829578
8258.945	0.136882389490222
8259.195	0.134306460007089
8259.445	0.13629076963979
8259.695	0.134670242691793
8259.945	0.135914672304332
8260.195	0.135869907133312
8260.445	0.134698634149628
8260.695	0.135843896948455
8260.945	0.134500313840018
8261.195	0.135688035503573
8261.445	0.134576331183092
8261.695	0.134076499907192
8261.945	0.134940242525896
8262.195	0.133061241521648
8262.445	0.134969492323504
8262.695	0.133874689092272
8262.945	0.134028382919379
8263.195	0.134150392567939
8263.445	0.132586924501941
8263.695	0.134048381899433
8263.945	0.13187197033838
8264.195	0.13396561887811
8264.445	0.133414369697243
8264.695	0.132918895662453
8264.945	0.133927252023189
8265.195	0.131312792344917
8265.445	0.13311966165241
8265.695	0.132579592533779
8265.945	0.132676076217413
8266.195	0.133314114218145
8266.445	0.132309205006551
8266.695	0.13384745578285
8266.945	0.132197040803294
8267.195	0.133926833942563
8267.445	0.133298984879205
8267.695	0.132213354305931
8267.945	0.133062937425657
8268.195	0.131850826708864
8268.445	0.133635075347394
8268.695	0.132617255240534
8268.945	0.132684489488763
8269.195	0.132858596689406
8269.445	0.132148251349702
8269.695	0.133009498359886
8269.945	0.131370780234628
8270.195	0.133083521328798
8270.445	0.131999060521271
8270.695	0.132302917858172
8270.945	0.132810758860901
8271.195	0.132088905550982
8271.445	0.132618016288062
8271.695	0.1318081912623
8271.945	0.132425519836489
8272.195	0.132204186808612
8272.445	0.131708420886277
8272.695	0.132293016043042
8272.945	0.131389983102601
8273.195	0.132513651996746
8273.445	0.131687675140949
8273.695	0.131388286836401
8273.945	0.131715022618862
8274.195	0.131023401166411
8274.445	0.131948826387385
8274.695	0.130675346742134
8274.945	0.132083124553016
8275.195	0.131801308411388
8275.445	0.131687775055226
8275.695	0.131811362180262
8275.945	0.131465619669907
8276.195	0.13220277578765
8276.445	0.131974229903076
8276.695	0.131900560866061
8276.945	0.13215445643142
8277.195	0.131854776808009
8277.445	0.132142104122708
8277.695	0.130595018060671
8277.945	0.131630575815958
8278.195	0.131101165307898
8278.445	0.130660849167525
8278.695	0.131445304436557
8278.945	0.130715418221494
8279.195	0.131779770890821
8279.445	0.130933228685325
8279.695	0.131167800188753
8279.945	0.131192525479015
8280.195	0.130735112270614
8280.445	0.131456800569428
8280.695	0.130671182158995
8280.945	0.13141136108721
8281.195	0.13109600759748
8281.445	0.131094208240444
8281.695	0.131000987542242
8281.945	0.130466496485221
8282.195	0.131359396403512
8282.445	0.130258373867931
8282.695	0.131055788529479
8282.945	0.131038653523001
8283.195	0.1306259436906
8283.445	0.131058023815862
8283.695	0.130492641200727
8283.945	0.130996649099044
8284.195	0.130092231464499
8284.445	0.131030218245804
8284.695	0.130588280644471
8284.945	0.130481011551941
8285.195	0.130556243029329
8285.445	0.13029230737961
8285.695	0.130912587503043
8285.945	0.130017836430541
8286.195	0.130345754176247
8286.445	0.130284428837285
8286.695	0.13049405776019
8286.945	0.130856444743867
8287.195	0.130484308306363
8287.445	0.131085541807486
8287.695	0.130504261632927
8287.945	0.13056331914493
8288.195	0.130389842089211
8288.445	0.130507842151049
8288.695	0.130509288493724
8288.945	0.130124526680739
8289.195	0.130603377802284
8289.445	0.130585338136859
8289.695	0.130642039045727
8289.945	0.130334249218285
8290.195	0.130120203252799
8290.445	0.130535854171229
8290.695	0.130404443176399
8290.945	0.130531912373462
8291.195	0.130323693460285
8291.445	0.130559272583141
8291.695	0.130528332343002
8291.945	0.13042150981933
8292.195	0.130308819681505
8292.445	0.130098609850939
8292.695	0.130076726964084
8292.945	0.12999010018157
8293.195	0.129991631028043
8293.445	0.129687148748494
8293.695	0.130066029411889
8293.945	0.12990116747428
8294.195	0.129913601157131
8294.445	0.130036112665787
8294.695	0.130052311648686
8294.945	0.130083917417237
8295.195	0.130346667694883
8295.445	0.130296569359274
8295.695	0.130412248144574
8295.945	0.130123720210354
8296.195	0.130200781462011
8296.445	0.130403730237777
8296.695	0.130326407023048
8296.945	0.130421255396368
8297.195	0.130274587346277
8297.445	0.130489757560892
8297.695	0.130544253794245
8297.945	0.130425334965464
8298.195	0.130192218040692
8298.445	0.130156567825957
8298.695	0.130249017961342
8298.945	0.130000580272161
8299.195	0.130283641612133
8299.445	0.129886714468347
8299.695	0.130079034775771
8299.945	0.130301667734126
8300.195	0.130174749127869
8300.445	0.130140760720777
8300.695	0.129886174438878
8300.945	0.130233317115131
8301.195	0.130127076796015
8301.445	0.130464239576428
8301.695	0.130242993107809
8301.945	0.1304616324812
8302.195	0.130425685618244
8302.445	0.130297877651019
8302.695	0.130357337955216
8302.945	0.130520871511738
8303.195	0.13053715119898
8303.445	0.130503927254509
8303.695	0.130637575855398
8303.945	0.13035738207515
8304.195	0.13047653897935
8304.445	0.130686970056253
8304.695	0.130469025469565
8304.945	0.130620651890422
8305.195	0.130527805234496
8305.445	0.130644613352933
8305.695	0.130776839921763
8305.945	0.130823510880935
8306.195	0.13085029306216
8306.445	0.130848488418304
8306.695	0.130856819521646
8306.945	0.130692892418986
8307.195	0.131006053889607
8307.445	0.130713869430691
8307.695	0.130942939413248
8307.945	0.130900040714889
8308.195	0.131023216385884
8308.445	0.13075026798392
8308.695	0.130581141883579
8308.945	0.1308319317082
8309.195	0.130545966743597
8309.445	0.131023477969668
8309.695	0.130648864642545
8309.945	0.130876154747955
8310.195	0.130485774839505
8310.445	0.131099312732824
8310.695	0.131097796112054
8310.945	0.131137739564437
8311.195	0.131351647441838
8311.445	0.131332136560487
8311.695	0.131632157716205
8311.945	0.131489978639419
8312.195	0.131672906938499
8312.445	0.131291484541169
8312.695	0.13174801451976
8312.945	0.132073873364995
8313.195	0.13209915968917
8313.445	0.132404749823869
8313.695	0.131834669163133
8313.945	0.132516747990283
8314.195	0.131995057654178
8314.445	0.132563021580773
8314.695	0.13229375560609
8314.945	0.132349324119779
8315.195	0.132666378435676
8315.445	0.132597362802325
8315.695	0.132890315750448
8315.945	0.132600561654918
8316.195	0.132839882567193
8316.445	0.132862025271393
8316.695	0.132813395698451
8316.945	0.13301299676911
8317.195	0.133002368723318
8317.445	0.133046576008647
8317.695	0.133094932408027
8317.945	0.133411450700612
8318.195	0.133009860959923
8318.445	0.133214574536395
8318.695	0.133098994306527
8318.945	0.134084772968303
8319.195	0.134230300989068
8319.445	0.134524604719704
8319.695	0.134709127942384
8319.945	0.134657260606881
8320.195	0.134708769999238
8320.445	0.135112459003531
8320.695	0.134916566770908
8320.945	0.135325343033137
8321.195	0.13546466467096
8321.445	0.136033270499182
8321.695	0.136045499703544
8321.945	0.136256186424254
8322.195	0.136257915049742
8322.445	0.136336488464496
8322.695	0.136629983179358
8322.945	0.136905291783932
8323.195	0.138095778144496
8323.445	0.138400057335511
8323.695	0.138799051976153
8323.945	0.138948022848024
8324.195	0.139259026800092
8324.445	0.139174222881759
8324.695	0.139358358324496
8324.945	0.139698062103366
8325.195	0.141103220902444
8325.445	0.142637350015483
8325.695	0.143293775965287
8325.945	0.144185780615408
8326.195	0.144058582183429
8326.445	0.14440581044918
8326.695	0.144676448516325
