# Energies_eV	Co-foil-5mu_final_NoF006
6687.82	0.45111
6688.82	0.42643
6689.82	0.42415
6690.82	0.42864
6691.82	0.42654
6692.82	0.41553
6693.82	0.41414
6694.82	0.41713
6695.82	0.41491
6696.82	0.41753
6697.82	0.41104
6698.82	0.41663
6699.82	0.41872
6700.82	0.41682
6701.82	0.41642
6702.82	0.41656
6703.82	0.42023
6704.82	0.4193
6705.82	0.42041
6706.82	0.41937
6707.82	0.42177
6708.82	0.42132
6709.82	0.41901
6710.82	0.41959
6711.82	0.4186
6712.82	0.4215
6713.82	0.42719
6714.82	0.42501
6715.82	0.42402
6716.82	0.42047
6717.82	0.42138
6718.82	0.42183
6719.82	0.42126
6720.82	0.42116
6721.82	0.4211
6722.82	0.42112
6723.82	0.41603
6724.82	0.41592
6725.82	0.41994
6726.82	0.42398
6727.82	0.42186
6728.82	0.42011
6729.82	0.41866
6730.82	0.41922
6731.82	0.42121
6732.82	0.42487
6733.82	0.42254
6734.82	0.42231
6735.82	0.4189
6736.82	0.42037
6737.82	0.42221
6738.82	0.42391
6739.82	0.421
6740.82	0.42221
6741.82	0.41891
6742.82	0.42182
6743.82	0.42487
6744.82	0.4251
6745.82	0.42024
6746.82	0.42119
6747.82	0.42069
6748.82	0.42027
6749.82	0.41814
6750.82	0.41806
6751.82	0.41773
6752.82	0.41659
6753.82	0.4207
6754.82	0.42128
6755.82	0.42116
6756.82	0.42299
6757.82	0.42044
6758.82	0.42161
6759.82	0.42183
6760.82	0.41722
6761.82	0.41772
6762.82	0.42507
6763.82	0.42563
6764.82	0.42228
6765.82	0.41726
6766.82	0.41656
6767.82	0.41879
6768.82	0.42233
6769.82	0.41973
6770.82	0.41408
6771.82	0.41778
6772.82	0.41978
6773.82	0.41925
6774.82	0.41724
6775.82	0.4153
6776.82	0.42129
6777.82	0.42427
6778.82	0.42455
6779.82	0.42096
6780.82	0.41773
6781.82	0.41819
6782.82	0.4163
6783.82	0.41405
6784.82	0.41762
6785.82	0.41889
6786.82	0.41931
6787.82	0.41918
6788.82	0.4172
6789.82	0.42242
6790.82	0.41905
6791.82	0.41929
6792.82	0.41968
6793.82	0.41907
6794.82	0.42311
6795.82	0.42273
6796.82	0.41832
6797.82	0.41885
6798.82	0.41839
6799.82	0.41889
6800.82	0.4183
6801.82	0.41534
6802.82	0.41483
6803.82	0.41722
6804.82	0.41798
6805.82	0.42016
6806.82	0.41888
6807.82	0.41556
6808.82	0.41565
6809.82	0.41785
6810.82	0.41856
6811.82	0.41982
6812.82	0.41846
6813.82	0.41616
6814.82	0.41417
6815.82	0.41524
6816.82	0.41687
6817.82	0.41722
6818.82	0.41458
6819.82	0.41462
6820.82	0.41838
6821.82	0.41439
6822.82	0.41411
6823.82	0.41788
6824.82	0.41444
6825.82	0.41213
6826.82	0.41838
6827.82	0.41631
6828.82	0.41453
6829.82	0.41622
6830.82	0.41606
6831.82	0.41867
6832.82	0.41502
6833.82	0.41619
6834.82	0.41865
6835.82	0.41811
6836.82	0.41942
6837.82	0.41501
6838.82	0.41843
6839.82	0.41608
6840.82	0.41506
6841.82	0.41558
6842.82	0.41655
6843.82	0.41479
6844.82	0.41193
6845.82	0.41238
6846.82	0.41344
6847.82	0.4119
6848.82	0.41178
6849.82	0.40958
6850.82	0.40681
6851.82	0.40879
6852.82	0.40851
6853.82	0.41031
6854.82	0.41221
6855.82	0.40905
6856.82	0.40902
6857.82	0.40926
6858.82	0.41486
6859.82	0.41278
6860.82	0.41028
6861.82	0.41167
6862.82	0.41282
6863.82	0.41146
6864.82	0.40994
6865.82	0.40944
6866.82	0.41207
6867.82	0.41312
6868.82	0.4111
6869.82	0.4123
6870.82	0.41285
6871.82	0.41323
6872.82	0.41241
6873.82	0.41211
6874.82	0.41072
6875.82	0.40805
6876.82	0.41021
6877.82	0.41027
