# Energies_eV	Pt-foil-5mu
12780.99	1.58535
12781.99	1.58557
12782.99	1.58529
12783.99	1.58421
12784.99	1.58357
12785.99	1.58281
12786.99	1.58286
12787.99	1.58197
12788.99	1.58135
12789.99	1.58131
12790.99	1.58093
12791.99	1.58069
12792.99	1.58172
12793.99	1.58369
12794.99	1.58499
12795.99	1.58562
12796.99	1.58281
12797.99	1.58139
12798.99	1.57991
12799.99	1.57922
12800.99	1.58009
12801.99	1.57943
12802.99	1.58156
12803.99	1.58049
12804.99	1.57865
12805.99	1.57796
12806.99	1.57876
12807.99	1.58034
12808.99	1.58282
12809.99	1.58218
12810.99	1.58097
12811.99	1.5775
12812.99	1.57369
12813.99	1.57132
12814.99	1.5718
12815.99	1.57429
12816.99	1.5751
12817.99	1.5747
12818.99	1.57493
12819.99	1.57442
12820.99	1.57445
12821.99	1.57297
12822.99	1.57138
12823.99	1.57011
12824.99	1.57197
12825.99	1.57259
12826.99	1.5729
12827.99	1.57383
12828.99	1.57379
12829.99	1.5736
12830.99	1.57417
12831.99	1.57133
12832.99	1.57298
12833.99	1.57348
12834.99	1.57483
12835.99	1.57201
12836.99	1.57112
12837.99	1.57144
12838.99	1.57223
12839.99	1.57178
12840.99	1.56849
12841.99	1.5674
12842.99	1.56729
12843.99	1.56693
12844.99	1.56838
12845.99	1.56843
12846.99	1.5694
12847.99	1.57044
12848.99	1.56737
12849.99	1.56557
12850.99	1.56387
12851.99	1.56276
12852.99	1.56372
12853.99	1.56394
12854.99	1.56509
12855.99	1.56648
12856.99	1.56716
12857.99	1.56726
12858.99	1.56649
12859.99	1.56464
12860.99	1.56439
12861.99	1.56308
12862.99	1.56502
12863.99	1.56495
12864.99	1.56403
12865.99	1.56244
12866.99	1.55938
12867.99	1.55978
12868.99	1.55907
12869.99	1.56101
12870.99	1.56325
12871.99	1.56219
12872.99	1.56309
12873.99	1.56527
12874.99	1.56731
12875.99	1.56721
12876.99	1.56437
12877.99	1.5596
12878.99	1.55854
12879.99	1.56027
12880.99	1.56326
12881.99	1.56464
12882.99	1.56151
12883.99	1.55932
12884.99	1.55448
12885.99	1.55278
12886.99	1.55425
12887.99	1.55352
12888.99	1.55434
12889.99	1.55561
12890.99	1.55535
12891.99	1.55536
12892.99	1.5579
12893.99	1.55924
12894.99	1.56002
12895.99	1.55868
12896.99	1.5545
12897.99	1.5526
12898.99	1.55275
12899.99	1.55525
12900.99	1.55653
12901.99	1.55594
12902.99	1.55506
12903.99	1.55533
12904.99	1.55489
12905.99	1.55434
12906.99	1.55491
12907.99	1.55333
12908.99	1.55398
12909.99	1.55404
12910.99	1.55411
12911.99	1.5545
12912.99	1.55401
12913.99	1.55246
12914.99	1.55013
12915.99	1.54896
12916.99	1.55071
12917.99	1.55032
12918.99	1.55052
12919.99	1.5511
12920.99	1.55155
12921.99	1.5543
12922.99	1.55818
12923.99	1.55749
12924.99	1.55729
12925.99	1.55275
12926.99	1.55111
12927.99	1.55293
12928.99	1.55492
12929.99	1.55623
12930.99	1.5543
12931.99	1.55485
12932.99	1.5544
12933.99	1.55695
12934.99	1.56188
12935.99	1.56405
12936.99	1.56264
12937.99	1.56027
12938.99	1.55745
12939.99	1.5478
12940.99	1.54942
12941.99	1.55578
12942.99	1.55958
12943.99	1.57259
12944.99	1.57839
12945.99	1.58301
12946.99	1.58532
12947.99	1.5913
12948.99	1.60639
12949.99	1.60201
