# Sample I1 = col 3  I2= col 4, mu = ln(I1/I2)
#posX	SAI01-MEAN	SAI02-MEAN	SAI03-MEAN	Ring-current	IntegrTimeSet	IntegrTimeGet	Timestamp	retries	XAS-trans	ref
#0	0	0	0	0	0	0	0	0	0	0
11.414013533833034	1.8297093156328685	1.378957808804456	3.3278400854505232	400.74154761904765	1.0	1.0	1.550371800188E12	0.0	0.2828291074774774	-0.8809954677152703
11.418999724586543	1.8284885938811328	1.3801785305561918	3.333638513771268	400.70726190476194	1.0	1.0	1.550371802089E12	0.0	0.2812768598531211	-0.8818514934966971
11.423990341061595	1.8272678721293971	1.3801785305561918	3.3385214007782107	400.6767857142857	1.0	1.0	1.550371803856E12	0.0	0.2806090244497205	-0.8833151538229471
11.429013782749722	1.8245212481879918	1.3786526283665221	3.3400473029678803	400.66154761904767	1.0	1.0	1.550371805635E12	0.0	0.2802109568932511	-0.8848783034868256
11.434013293500351	1.8211642633707186	1.3740749217975132	3.3342488746471357	400.64250000000004	1.0	1.0	1.550371807507E12	0.0	0.28169528116287396	-0.8864667084568102
11.438988803509451	1.819638361181049	1.3743801022354472	3.3400473029678803	400.5891666666667	1.0	1.0	1.550371809288E12	0.0	0.2806349839727992	-0.8879821747294117
11.443997181616032	1.8178072785534454	1.3734645609216454	3.342183566033418	400.56630952380954	1.0	1.0	1.550371811172E12	0.0	0.2802945585422759	-0.8892879314671099
11.44901001486883	1.81506065461204	1.370412756542306	3.3394369420920125	400.54345238095243	1.0	1.0	1.550371813055E12	0.0	0.2810069090661083	-0.8906902359540457
11.453998789217408	1.8117036697947668	1.3701075761043722	3.3437094682230875	400.53583333333336	1.0	1.0	1.550371814935E12	0.0	0.2793783971449836	-0.8921915504745946
11.45899197990475	1.8095674067292293	1.3688868543526365	3.345540550850691	400.47107142857146	1.0	1.0	1.550371816807E12	0.0	0.2790899204055117	-0.8936303856811001
11.463989592767343	1.8077363241016258	1.366750591287099	3.345235370412757	400.4634523809524	1.0	1.0	1.550371818588E12	0.0	0.2796393214795639	-0.8951009645359698
