# Sample I1 = col 2  I2= col 3, mu = ln(I1/I2), Reference not available
#S 1  zapline mono 16.5279 14.3086 1409 300 
#D Sun Nov 12 17:20:02 2017
#T 300  (ms)
#G0 0
#G1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#G2 0
#Q 
#P0 -5.7000169 0 0.2 3.3333333e-07 -1425.473 3 14000 -0.1
#P1 9.043 70 0 4.7300003 0.24 0 0 
#P2 43.155625 45.715313 24.684375 88.871 -1.28 9.483477 39.3 -0.377
#P3 -1.2126797 -3.715 -11.937714 16.403923 -2.2549199 10 38 3.9999997
#P4 34.999994 0 35 0.30307037 0.30304712 -0.0002325 0.30305875 57.213563
#P5 1.0493125 76.568551 4.51 1560 29.8325 51.932812 81.7655 -11.05
#P6 74 14.3086 -568939.53 50 20 0.99752498 17 3.6
#P7 -1.92 -0.3 5 0 14.50866 0 0 
#UMI0     Current AutoM      Shutter    
#UMI1      166.15    ON     FE open     
#UMI2 Refill in 13200 sec, Fill Mode: 7/8 multibunch / Message: Nov 12 09:04 Delivery:Next Refill at 21:00; 
#N 18
#ZapEnergy Mon Ion1 Ion2
7.5810976 69829 42797 34330 
7.5821266 69815 42828 34373 
7.5831504 69830 42969 34560 
7.584187 69864 42981 34664 
7.5852194 69809 43033 34574 
7.5862489 69887 43205 34749 
7.5872841 69858 43293 34824 
7.5883169 69790 43273 34904 
7.589355 69863 43480 34997 
7.5903959 69862 43541 35031 
7.5914321 69754 43587 34817 
7.5924687 69781 43584 35150 
7.5935054 69778 43728 35098 
7.5945525 69747 43679 35120 
7.5955896 69735 43797 35212 
7.5966225 69668 43804 35199 
7.5976582 69686 43874 35235 
7.5987039 69679 43963 35248 
7.5997472 69646 44023 35374 
7.600791 69666 44074 35342 
7.60184 69613 44199 35508 
7.6028795 69604 44297 35545 
7.6039143 69623 44413 35640 
7.6049447 69581 44333 35638 
7.6059899 69539 44382 35773 
7.6070404 69441 44430 35819 
7.6080914 69206 44287 35611 
7.6091423 68354 43874 35414 
7.6101885 68885 44303 35661 
7.6112404 69701 44895 36101 
7.6122828 69751 45096 36182 
7.6133199 69736 45171 36170 
7.6143675 69789 45381 36330 
7.615418 69776 45436 36474 
7.6164541 69788 45498 36357 
7.6174927 69794 45584 36597 
7.6185365 69848 45665 36619 
7.6195908 69827 45752 36605 
7.6206303 69870 45907 36800 
7.6216702 69919 46026 36911 
7.6227102 69938 46112 36897 
7.6237555 69938 46218 36971 
7.6247988 69947 46249 36941 
7.6258473 69955 46327 37063 
7.6268959 69971 46396 37009 
7.6279426 69979 46428 37122 
7.6289921 69999 46599 37213 
7.630044 69513 46335 37139 
7.6310964 69734 46606 37356 
7.6321392 69926 46728 37264 
7.6331873 69941 46836 37381 
7.6342406 69957 46878 37580 
7.6352892 69959 46958 37571 
7.6363382 69963 47109 37662 
7.6373925 69970 47280 37798 
7.6384521 69998 47397 37709 
7.6394968 70015 47463 37863 
7.640542 69975 47472 37876 
7.6415925 69962 47555 38131 
7.6426435 69973 47678 38015 
7.6436992 69990 47682 38155 
7.6447558 69990 47774 38185 
7.6458125 69987 47859 38363 
7.6468592 69980 48040 38362 
7.6479216 69981 48068 38407 
7.6489768 69965 48058 38359 
7.6500268 69983 48187 38481 
7.6510777 69981 48263 38584 
7.6521335 69968 48352 38555 
7.6531973 69946 48453 38694 
7.6542516 69978 48533 38644 
7.6553106 69968 48577 38731 
7.6563678 69919 48658 38856 
7.6574254 69934 48841 38905 
7.6584759 69909 48875 38906 
7.6595311 69878 48944 38973 
7.6605873 69880 48957 39153 
7.6616459 69873 49028 39085 
7.6627073 69887 49148 39213 
7.6637669 69854 49201 39267 
7.6648335 69864 49333 39341 
7.6658859 69834 49373 39387 
7.666944 69833 49493 39346 
7.6680069 69696 49416 39416 
7.669065 68929 49032 39135 
7.6701236 68072 48532 38855 
7.6711903 69777 49878 39661 
7.6722517 69853 49890 39791 
7.6733112 69852 49985 39717 
7.6743712 69846 50007 39966 
7.6754313 69823 50138 39694 
7.6764965 69846 50248 39992 
7.6775522 69823 50361 40051 
7.6786137 69825 50501 40174 
7.6796746 69816 50575 40295 
7.6807313 69847 50736 40287 
7.6817985 69834 50665 40248 
7.6828709 69830 50710 40257 
7.683938 69811 50874 40594 
7.6849961 69820 51007 40646 
7.6860695 69839 51046 40632 
7.6871352 69831 51132 40727 
7.6881967 69818 51252 40807 
7.6892557 69827 51302 40913 
7.6903248 69839 51410 40844 
7.6913996 69861 51542 41141 
7.6924648 69857 51630 41153 
7.6935301 69869 51701 41283 
7.6945958 69892 51826 41186 
7.6956668 69880 51907 41407 
7.696733 69897 52052 41381 
7.6978045 69893 52077 41556 
7.6988664 69922 52292 41536 
7.6999307 69918 52424 41662 
7.7010059 69936 52482 41652 
7.7020812 69918 52552 41890 
7.7031517 69934 52675 41940 
7.7042174 69933 52808 42028 
7.7052889 69948 52906 42266 
7.7063627 69916 52934 42254 
7.707437 69919 53077 42312 
7.7085018 69920 53174 42408 
7.7095718 69909 53151 42232 
7.7106471 69934 53430 42492 
7.7117224 69889 53422 42524 
7.7128034 69900 53471 42761 
7.7138796 69899 53698 42874 
7.714951 69894 53727 42777 
7.716013 69873 53813 43046 
7.7170796 69897 53871 43060 
7.718152 69863 54058 43011 
7.7192297 69864 54069 43156 
7.7203031 69869 54174 43165 
7.7213812 69870 54283 43287 
7.7224703 69848 54273 43501 
7.7235441 69853 54375 43437 
7.7246184 69845 54431 43691 
7.7256904 69815 54558 43579 
7.7267675 69802 54646 43583 
7.7278404 69761 54692 43742 
7.7289133 69787 54829 43762 
7.7299967 69724 54812 43789 
7.7310805 69685 54905 43982 
7.7321568 69678 55010 43979 
7.7332358 69641 55159 44202 
7.7343106 69627 55173 44136 
7.7353854 69542 55334 44335 
7.7364602 69465 55282 44391 
7.7375436 69271 55216 44358 
7.7386317 68764 55023 44204 
7.7397132 67184 53865 43634 
7.7407894 67610 54260 43651 
7.7418685 70001 56238 44784 
7.7429504 70111 56398 44837 
7.7440228 70088 56527 44973 
7.7451081 70069 56648 45331 
7.7461934 70016 56696 45637 
7.7472796 70002 56772 45472 
7.7483606 70073 56932 45611 
7.7494421 69994 56897 45691 
7.7505312 70027 57001 45653 
7.7516136 70055 57094 45826 
7.7526984 70051 57254 45823 
7.7537785 70062 57326 46018 
7.7548614 70056 57394 46046 
7.7559419 70045 57425 46032 
7.7570305 70058 57626 46238 
7.7581224 70041 57677 46204 
7.7592144 70043 57728 46366 
7.7602963 70027 57751 46439 
7.7613783 70008 57958 46493 
7.7624712 70031 58012 46580 
7.763557 70010 58155 46754 
7.7646451 70025 58319 46931 
7.7657366 69992 58365 46783 
7.7668281 69985 58416 46950 
7.7679172 69973 58485 46952 
7.769012 69983 58630 47073 
7.7701044 69980 58684 47141 
7.7711949 69960 58875 47197 
7.772275 69967 58896 47493 
7.7733636 69996 58941 47247 
7.774457 69972 59009 47584 
7.7755513 69993 59159 47714 
7.7766457 69976 59305 47726 
7.7777405 69993 59383 47823 
7.7788353 69976 59503 47961 
7.7799282 70020 59657 47948 
7.7810163 69984 59747 48177 
7.7821045 69962 59923 48284 
7.7831984 69982 59963 48356 
7.784277 69978 60039 48444 
7.7853713 69943 60218 48677 
7.7864633 69964 60296 48561 
7.7875557 69925 60417 48615 
7.788651 69955 60584 48826 
7.7897491 69913 60686 49041 
7.7908454 69950 60774 49040 
7.7919335 69926 60811 49053 
7.7930226 69941 60904 49191 
7.7941194 69947 61024 49307 
7.7952218 69959 61280 49539 
7.7963114 69931 61365 49575 
7.7974172 69946 61503 49647 
7.7985182 69949 61414 49624 
7.7996192 69952 61557 49901 
7.8007178 69927 61627 49900 
7.8018122 69955 61787 49882 
7.8029089 69956 61933 50088 
7.8040061 69936 61933 50112 
7.8051038 69951 62148 50156 
7.8062119 69948 62225 50314 
7.807323 69951 62420 50559 
7.8084216 69956 62474 50638 
7.8095179 69945 62523 50700 
7.8106117 69934 62642 50769 
7.8117061 69913 62780 50853 
7.8128004 69932 62815 50918 
7.8139081 69926 63032 50993 
7.8150191 69900 63110 51045 
7.8161278 69872 63228 51295 
7.8172312 69890 63317 51336 
7.8183379 69893 63325 51405 
7.8194475 69882 63526 51412 
7.8205419 69876 63519 51507 
7.8216414 69888 63575 51696 
7.8227596 69892 63709 51740 
7.8238707 69896 63839 51991 
7.8249688 69741 63787 51883 
7.8260798 69715 63848 51916 
7.8271842 69831 64102 52014 
7.8282909 69867 64255 52216 
7.8293877 69862 64365 52461 
7.8304849 69838 64405 52256 
7.8315873 69846 64528 52599 
7.8326931 69851 64680 52568 
7.8337989 69840 64788 52711 
7.8349156 69832 64866 52828 
7.8360271 69818 65013 52992 
7.8371339 69812 65091 53023 
7.8382359 69750 65256 53096 
7.8393407 69751 65408 53413 
7.8404565 69678 65499 53395 
7.8415647 69567 65541 53481 
7.8426733 69186 65163 53394 
7.8437872 68751 64904 53133 
7.8448963 68012 64316 52873 
7.8460031 67198 63816 52501 
7.8471208 69812 66353 54132 
7.8482361 70195 66792 54579 
7.8493466 70201 66804 54583 
7.8504653 70150 66896 54608 
7.8515792 70052 66985 54674 
7.8526983 70115 67058 54903 
7.8538074 70154 67280 54932 
7.8549275 70176 67435 55250 
7.8560505 70159 67529 55344 
7.8571658 70151 67635 55397 
7.8582759 70182 67800 55552 
7.8593922 70148 67836 55566 
7.8605056 70130 67895 55688 
7.8616276 70082 67926 55821 
7.8627396 70126 68202 55840 
7.8638539 70096 68313 55958 
7.8649797 70105 68497 56125 
7.8660951 70110 68499 56156 
7.8672161 70063 68567 56209 
7.8683343 70094 68810 56512 
7.8694482 70112 68889 56468 
7.8705597 70026 68880 56678 
7.8716712 69740 68639 56602 
7.8727884 69931 68920 56823 
7.8739142 70011 69061 56820 
7.8750296 70022 69251 56989 
7.876153 70006 69347 57226 
7.8772769 70030 69421 57386 
7.8784065 70034 69666 57524 
7.8795228 70001 69734 57516 
7.8806424 70005 69819 57629 
7.8817654 69989 69884 57666 
7.8828883 70027 70095 57912 
7.8840113 69992 70218 58003 
7.8851347 70031 70384 58116 
7.8862615 69996 70387 58172 
7.8873806 69962 70503 58320 
7.8885021 69952 70758 58520 
7.8896165 70002 71018 58763 
7.8907337 69952 71163 58807 
7.8918462 69973 71173 58878 
7.892972 69972 71288 59120 
7.8941035 69967 71360 59136 
7.8952298 69941 71389 59374 
7.8963571 69972 71591 59478 
7.8974843 69967 71596 59414 
7.8986144 69971 71678 59499 
7.8997369 69944 71866 59714 
7.9008598 69957 72033 59795 
7.901988 69775 71942 59828 
7.9031224 69856 72158 60126 
7.9042492 69903 72442 60168 
7.9053864 69895 72464 60480 
7.9065218 69914 72660 60621 
7.9076519 69939 72820 60700 
7.908772 69908 72971 60811 
7.9098921 69937 73243 61012 
7.9110231 69933 73254 61151 
7.9121547 69891 73315 61324 
7.9132948 69941 73513 61351 
7.9144349 69926 73636 61537 
7.9155755 69841 73584 61389 
7.9167085 69874 73831 61678 
7.9178414 69892 73925 61857 
7.9189754 69840 73974 61987 
7.9201093 69798 73997 61867 
7.9212408 69658 74006 61907 
7.9223723 69042 73487 61691 
7.9235072 68735 73296 61647 
7.9246478 69732 74497 62493 
7.9257836 69850 74770 62554 
7.9269195 69892 74872 62815 
7.9280529 69893 75031 62978 
7.9291868 69855 75108 63044 
7.930316 69867 75249 63324 
7.9314451 69825 75298 63349 
7.9325852 69846 75492 63452 
7.9337258 69824 75580 63650 
7.9348588 69841 75790 63611 
7.9360056 69813 75912 63901 
7.9371443 69820 76097 63971 
7.9382758 69800 76223 64247 
7.9394126 69803 76209 64453 
7.9405551 69791 76457 64636 
7.9417009 69798 76550 64558 
7.9428363 69789 76760 64745 
7.9439769 69783 76724 64857 
7.9451184 69815 76896 65010 
7.9462628 69784 76949 64997 
7.9473991 69800 77070 65203 
7.9485445 69796 77327 65639 
7.9496841 69794 77431 65727 
7.9508166 69781 77737 65733 
7.9519463 69745 77813 65962 
7.9530845 69790 77896 65840 
7.9542313 69748 78123 66270 
7.9553809 69774 78292 66427 
7.9565282 69786 78449 66538 
7.9576759 69772 78486 66700 
7.9588161 69793 78579 66883 
7.9599619 69770 78708 66924 
7.9611077 69788 78871 67185 
7.9622569 69790 78970 67299 
7.9634147 69776 79142 67361 
7.9645591 69833 79312 67555 
7.9657063 69779 79455 67818 
7.9668512 69835 79585 67830 
7.9680047 69805 79716 68157 
7.9691453 69814 79841 68078 
7.9702888 69839 79908 68419 
7.9714351 69829 80092 68406 
7.9725842 69859 80406 68683 
7.9737368 69844 80382 68702 
7.9748874 69858 80532 68991 
7.9760375 69856 80612 69086 
7.9771886 69835 80804 69193 
7.9783397 69841 80919 69391 
7.9794941 69793 81162 69593 
7.9806433 69806 81230 69618 
7.9817953 69740 81229 69870 
7.9829478 69741 81393 69779 
7.9840951 69731 81423 70111 
7.9852486 69633 81674 70220 
7.9864049 69501 81498 70170 
7.987556 69215 81211 70142 
7.9887075 68994 81130 69985 
7.9898596 69689 82129 70733 
7.9910064 69942 82585 71246 
7.9921589 69932 82540 71155 
7.9933171 69923 82714 71230 
7.9944787 69901 82773 71497 
7.995635 69883 82942 71624 
7.9967918 69846 82982 71811 
7.9979434 69856 83099 72004 
7.9990978 69866 83282 72045 
7.9999027 69857 83378 72138 
8.000083 69841 83473 72308 
