# Sample Noprmalized mu = col 2  
# This file has been produced by extranormal (v 1.0.1 - February 23, 2017)
# O. Roudenko - Synchrotron SOLEIL. Covered by GPL licence.
#Data from HDF File: /nfs/ruche-rock/rock-soleil/com-rock/2019/Projets/20191212_Matthias/References/Mo_foil/Mo_foil_00002.nxs to Mo_foil_00051.nxs
#Time at start=2019-12-17 12:08:56.932
#Time from start (seconds)=129.260314251
#Sample temperature (C)=nan
# Normalization -------------
# pivot spectrum: Standard_Mo_s3_100_He_Mo_0001_av1200_00001.txt
# E0=20000.0   Eshift=4.20721580259
# E0_pivot = 20000.0
# pre-edge params: from E0_pivot-250.0 to E0_pivot-60.0
# pre-edge range: [19750.0, 19940.0]
# post-edge params: from E0_pivot+150.0 to E0_pivot+1300.0
# post-edge range: [20150.0, 21300.0]
# I jump at E0_pivot = 1.11007626724
# shifted energy	normalized	reference	ref.derivative
       20463     1.006787     1.457165 -0.0007371453
       20466     1.005808     1.455305 -0.0007889427
       20469     1.004389     1.452844 -0.0009767343
       20472     1.002029     1.449647 -0.001172063
       20475    0.9990197     1.445444 -0.001250957
       20478    0.9958567      1.44124 -0.001160531
       20481    0.9932921     1.437832 -0.0008824183
       20484    0.9919804     1.435721 -0.0005315699
       20487    0.9920144     1.434855 -0.0002004659
       20490    0.9927543     1.434861 4.052405e-05
       20493    0.9937959     1.435427 0.0001583359
       20496     0.994921     1.436207 0.0001494449
       20499    0.9960179     1.436755 7.573377e-05
       20502    0.9967192     1.436655 -3.09454e-05
       20505    0.9970299     1.436336 -0.0001591942
       20508    0.9970537     1.435835 -0.0002602893
       20511    0.9968611     1.434844 -0.0003303507
       20514     0.996428     1.433531 -0.0003940689
       20517    0.9959661     1.432371 -0.0004204069
       20520    0.9954528     1.431107 -0.0003933744
       20523    0.9949198       1.4298 -0.0003540106
       20526    0.9945743     1.428811 -0.0002657797
       20529    0.9946175     1.428123 -0.000129235
       20532    0.9949796     1.427917 3.399165e-05
       20535    0.9959131     1.428249 0.0001945791
       20538    0.9975371     1.429219 0.0002503329
       20541      0.99915     1.430458 0.0001477543
       20544     1.000063     1.430921 -7.12285e-05
       20547    0.9999752     1.430022 -0.0002839665
       20550    0.9992578     1.428364 -0.0004091394
       20553    0.9985021     1.427051 -0.0003881326
       20556    0.9982177     1.426012 -0.0002434238
       20559    0.9985576     1.425364 -0.0001044256
       20562    0.9991447     1.425443 3.883344e-05
       20565    0.9999989     1.425798 0.0001858347
       20568     1.001159     1.426478 0.0003371287
       20571     1.002716     1.427594 0.0005186101
       20574     1.005059     1.429488 0.0006634508
       20577     1.007976     1.432021 0.0007125175
       20580     1.010758     1.434439 0.0005769519
       20583     1.012831     1.436144 0.0002381082
       20586      1.01361     1.436412 -0.0001906627
       20589     1.012884     1.434878 -0.0006196482
       20592     1.011091     1.432151 -0.0009364886
       20595     1.008533     1.428709 -0.001127823
       20598     1.005856     1.425174 -0.001233484
       20601     1.003084     1.421344  -0.00126193
       20604     1.000218     1.417349 -0.001226893
       20607    0.9976322     1.413565 -0.001043506
       20610    0.9957217     1.410451 -0.0007710125
       20613    0.9946512     1.408822 -0.0004845084
       20616    0.9944126     1.408097 -0.0002716163
       20619     0.994574     1.407751 -0.0002092018
       20622    0.9947335     1.407192 -0.0002366475
       20625    0.9947547     1.406312 -0.0003198264
       20628    0.9944272     1.405257 -0.0004165579
       20631    0.9937268     1.403913 -0.0004830871
       20634    0.9926898     1.402193 -0.000485076
       20637    0.9918602     1.400515 -0.0003774143
       20640    0.9916775     1.399436 -0.0001589925
       20643    0.9923477     1.399384 9.940268e-05
       20646    0.9937094     1.400285 0.0003087254
       20649    0.9954177     1.401708 0.0003793628
       20652    0.9971804     1.403141 0.0003641379
       20655     0.998725     1.403937 0.0002930358
       20658    0.9998796     1.404655 0.0001675337
       20661     1.000746     1.405224 8.232347e-05
       20664       1.0013     1.405152 -1.259897e-05
       20667     1.001563     1.404925 -0.0001309767
       20670     1.001702     1.404504  -0.00018443
       20673     1.001745     1.403652 -0.000207794
       20676     1.001809     1.402938 -0.0002130885
       20679     1.002017     1.402431 -0.000155874
       20682      1.00227     1.401947 -9.658689e-05
       20685     1.002665     1.401782 -4.191498e-05
       20688     1.003243     1.401779 3.750902e-05
       20691     1.003951     1.401928 8.184033e-05
       20694     1.004728     1.402397 0.0001122377
       20697     1.005723     1.402764 0.0001292515
       20700     1.006703     1.403126 7.733952e-05
       20703     1.007464     1.403479 -6.04918e-06
       20706     1.008012     1.403325 -0.0001430053
       20709     1.008036     1.402691 -0.0003020835
       20712      1.00746      1.40141 -0.0004269468
       20715     1.006547     1.399854 -0.0005126961
       20718     1.005621     1.398202 -0.0005042078
       20721     1.004825     1.396539 -0.0005099144
       20724     1.004195      1.39536 -0.000539351
       20727     1.003397     1.393735 -0.0005604918
       20730     1.002361     1.391729 -0.0006348064
       20733     1.001001     1.389813 -0.0006368284
       20736    0.9997303     1.387742 -0.0005868743
       20739    0.9987248     1.386093 -0.0005223076
       20742    0.9980919     1.384687 -0.0004321979
       20745    0.9977951     1.383545 -0.0003504805
       20748     0.997639     1.382556 -0.0003142195
       20751    0.9975095     1.381888 -0.0003534574
       20754    0.9970722     1.380916 -0.000423605
       20757    0.9962875     1.379304 -0.0005183383
       20760    0.9951364     1.377472 -0.0005710527
       20763    0.9940601     1.375667 -0.0005300329
       20766    0.9933287     1.374064 -0.0004256259
       20769     0.992931     1.372943 -0.0002932625
       20772    0.9929532     1.372365 -0.0001604386
       20775    0.9933215     1.372148 -3.067807e-05
       20778    0.9939577     1.372138 0.0001007268
       20781    0.9949068     1.372575  0.000251614
       20784    0.9963519     1.373574 0.0003712022
       20787    0.9981054     1.375168 0.0004596569
       20790     1.000026     1.376593 0.0004761329
       20793     1.001785     1.378091 0.0003708814
       20796     1.003274     1.379287 0.0002296354
       20799     1.004231     1.379618 4.270351e-05
       20802     1.004547     1.379348 -0.0001618459
       20805     1.004524     1.378604 -0.0002980581
       20808     1.004147     1.377345 -0.0003737533
       20811     1.003523     1.376042 -0.0003928364
       20814     1.003023     1.374863 -0.0003411649
       20817     1.002986      1.37389 -0.0002487608
       20820     1.003315     1.373251 -0.0001534743
       20823      1.00361     1.373056 -2.615868e-05
       20826     1.004256     1.373022 5.601056e-05
       20829     1.005193     1.373576 5.328252e-05
       20832     1.005538     1.373923 3.070185e-05
       20835     1.005619     1.373696 -0.0001117911
       20838     1.005601      1.37339 -0.0002509775
       20841     1.005303     1.372234 -0.0003130059
       20844     1.004899     1.370911 -0.0003894298
       20847     1.004521      1.36994 -0.0003929315
       20850       1.0041     1.368717 -0.0003670933
       20853     1.003704     1.367519 -0.0004069017
       20856     1.003125     1.366506 -0.0004420801
       20859     1.002427     1.365057 -0.0004654399
       20862     1.001798     1.363412 -0.0005010299
       20865     1.001079     1.361934 -0.0004993768
       20868     1.000323     1.360494 -0.000467722
       20871    0.9995341     1.359064 -0.0004366132
       20874    0.9989685     1.357799 -0.0003892572
       20877    0.9984188     1.356694 -0.0003714317
       20880    0.9978412     1.355823  -0.00037001
       20883    0.9973042     1.354607 -0.0003788672
       20886    0.9968203     1.353359 -0.0004070417
       20889     0.996385     1.352148 -0.0003792406
       20892    0.9959665     1.350938 -0.0003194507
       20895    0.9956882     1.350056 -0.0002225697
       20898     0.995719     1.349526 -0.0001027648
       20901    0.9961084     1.349477 -5.184038e-06
       20904     0.996823     1.349705 6.320105e-05
       20907    0.9975856     1.349994 7.371822e-05
       20910    0.9983714     1.350284  6.66311e-05
       20913     0.999065     1.350362 5.952966e-05
       20916    0.9997134     1.350505 4.439304e-05
       20919     1.000422     1.350709 2.294431e-05
       20922     1.001048     1.350817 -1.876873e-06
       20925     1.001484     1.350637 -5.810135e-05
       20928     1.001735     1.350482 -0.0001354118
       20931     1.001835     1.350011 -0.0001825399
       20934     1.001774     1.349192 -0.000236025
       20937     1.001544     1.348447 -0.0002675393
       20940     1.001399      1.34765 -0.0002517718
       20943     1.001228     1.346801 -0.0002541113
       20946     1.001044     1.346171 -0.0002544058
       20949     1.000888     1.345397 -0.0002324479
       20952     1.000818     1.344597 -0.0002110484
       20955       1.0009     1.344011 -0.0001697693
       20958     1.000998     1.343638 -0.0001100648
       20961     1.001192      1.34336 -4.822512e-05
       20964     1.001546     1.343276 -2.833979e-05
       20967     1.002078     1.343433 -1.066453e-05
       20970     1.002748     1.343298 -3.664495e-05
       20973     1.003286     1.343232 -9.112312e-05
       20976     1.003523     1.342837 -0.0001249548
       20979      1.00342     1.342339 -0.0002040584
       20982     1.003273     1.341799 -0.000240421
       20985     1.003168     1.340783 -0.0002783464
       20988     1.002965     1.339951 -0.0002967254
       20991     1.002773     1.338999 -0.0002738264
       20994     1.002508     1.338238 -0.0002697983
       20997     1.002217     1.337497 -0.0002586574
       21000     1.002139     1.336714 -0.0002801694
       21003     1.001883     1.335895 -0.0002882865
       21006      1.00144     1.334876 -0.0003030622
       21009     1.001095     1.334038 -0.0003430708
       21012     1.000625     1.333077 -0.0003494742
       21015     1.000208     1.331778 -0.0003524645
       21018    0.9997445     1.330682 -0.0003529827
       21021    0.9992955     1.329808 -0.0003326594
       21024     0.998835     1.328841 -0.0003340679
       21027    0.9984903     1.327786 -0.0003591585
       21030    0.9981788     1.326673 -0.0003449373
       21033     0.997895     1.325499 -0.0003108219
       21036    0.9977201     1.324702 -0.0002287811
       21039     0.997605     1.324057 -0.0001697372
       21042    0.9975918     1.323928 -0.0001657273
       21045     0.997649     1.323462 -0.0001680642
       21048    0.9977312     1.322713 -0.0001645434
       21051      0.99801      1.32204 -0.0001213337
       21054    0.9981791     1.321953 -8.395223e-05
       21057    0.9984608     1.322006 -2.597803e-05
       21060    0.9988954     1.321706 -1.204157e-05
       21063    0.9993454     1.321728 -1.061553e-05
       21066    0.9997709     1.321809 -5.950401e-06
       21069     1.000162     1.321878 -4.155071e-05
       21072     1.000567     1.321635 -6.082791e-05
       21075     1.000919     1.321229 -9.040601e-05
       21078     1.001195     1.321079 -0.000113312
       21081     1.001394     1.320793 -0.0001350751
       21084     1.001516     1.320275 -0.0001844859
       21087     1.001518     1.319609 -0.0002211197
       21090     1.001454     1.318865 -0.0002399394
       21093     1.001342      1.31814 -0.0002417924
       21096     1.001336     1.317396 -0.0002453195
       21099     1.001172     1.316707 -0.0002490797
       21102     1.000948     1.315921 -0.0002418033
       21105     1.000678     1.315151 -0.0002440521
       21108     1.000533     1.314494 -0.000227457
       21111     1.000523     1.313778 -0.0002061377
       21114     1.000493     1.313192 -0.000184165
       21117     1.000475     1.312677 -0.0001739249
       21120     1.000438     1.312284 -0.0001670614
       21123     1.000442     1.311691 -0.000169156
       21126      1.00044     1.311187 -0.0001848975
       21129     1.000377     1.310647 -0.0001829319
       21132     1.000274     1.310065 -0.0001841447
       21135     1.000405     1.309496 -0.0001879113
       21138     1.000433     1.308977 -0.000180729
       21141       1.0004     1.308393 -0.0001709171
       21144     1.000286     1.307896 -0.0001688159
       21147     1.000242     1.307445 -0.0001666098
       21150     1.000292     1.306952 -0.0001856473
       21153     1.000275     1.306393 -0.0002044382
       21156     1.000321     1.305669 -0.0001937007
       21159     1.000377     1.304992 -0.0001828162
       21162     1.000315     1.304627 -0.0001754987
       21165     1.000313     1.304199 -0.0001662427
       21168     1.000288     1.303563 -0.000193431
       21171     1.000191     1.302997 -0.0002244823
       21174     1.000109     1.302306 -0.0002245124
       21177     1.000003     1.301506 -0.0002372147
       21180    0.9997787     1.300868 -0.0002524052
       21183    0.9996215      1.30015 -0.0002630977
       21186    0.9994358     1.299277 -0.0002746809
       21189    0.9992281     1.298348 -0.0002764756
       21192    0.9989595     1.297572 -0.0002642134
       21195    0.9987865     1.296833 -0.000237703
       21198    0.9986168     1.296107 -0.0002209929
       21201    0.9984753     1.295496 -0.0001943825
       21204    0.9984156      1.29492 -0.0001669823
       21207    0.9984904       1.2945 -0.0001410371
       21210    0.9986508     1.294103 -0.0001317828
       21213    0.9987813     1.293804 -0.0001134319
       21216    0.9988664     1.293339 -0.0001327403
       21219    0.9989288     1.293139 -0.0001508017
       21222    0.9989876      1.29251 -0.0001410711
       21225    0.9989551     1.291994 -0.0001616558
       21228    0.9989817     1.291646 -0.0001451045
       21231    0.9990986     1.291199 -0.0001474796
       21234    0.9992102     1.290769 -0.0001651027
       21237    0.9992416     1.290224 -0.0001634542
       21240    0.9992648     1.289665 -0.0001683362
       21243    0.9992832     1.289238 -0.0001509934
       21246    0.9993415     1.288749 -0.0001452336
       21249    0.9995103     1.288412 -0.0001559892
       21252    0.9995933     1.287922 -0.0001598127
       21255     0.999576     1.287366 -0.0001806351
       21258    0.9995924     1.286831 -0.0001755406
       21261    0.9995611     1.286245 -0.0001830435
       21264     0.999427     1.285816 -0.0002007832
       21267    0.9993171     1.285169 -0.000216772
       21270    0.9991928     1.284421 -0.0002221203
       21273    0.9991413     1.283643 -0.0002060117
       21276    0.9990199      1.28315 -0.0001996512
       21279    0.9989074     1.282697 -0.000196957
       21282    0.9988685     1.282026 -0.0002030078
       21285    0.9987944      1.28128 -0.0002066929
       21288    0.9986706     1.280714 -0.0001798143
       21291    0.9986212     1.280217 -0.0001525566
       21294    0.9986012     1.279868 -0.0001642293
       21297    0.9986548     1.279449 -0.0001515501
       21300    0.9987553     1.278743 -0.0001380364
