# Sample I1 = col 7  I2= col 8, mu = ln(I1/I2)
# Energy, Theta, XMU, FLUO, REF, FLUO_RAW, I0, I1, I2, I3
1.150240722656250000e+04 1.630077934265136719e+01 -7.780288457870483398e-01 2.142373337269567060e+02 1.576618999242782593e-01 2.066105312651800148e+02 2.894334554672241211e+00 6.301476955413818359e+00 5.382334232330322266e+00 0.000000000000000000e+00
1.150290429687500000e+04 1.630005455017089844e+01 -7.781164646148681641e-01 2.133427008519064714e+02 1.577266603708267212e-01 2.059372364776221502e+02 2.894085645675659180e+00 6.301487445831298828e+00 5.381994724273681641e+00 0.000000000000000000e+00
1.150339941406250000e+04 1.629933166503906250e+01 -7.783354520797729492e-01 2.201124812674159159e+02 1.577471196651458740e-01 2.115018724351346577e+02 2.893591403961181641e+00 6.301791191101074219e+00 5.382143974304199219e+00 0.000000000000000000e+00
1.150389843750000000e+04 1.629860687255859375e+01 -7.784287333488464355e-01 2.211221990336480587e+02 1.577907949686050415e-01 2.128936047490834653e+02 2.893464088439941406e+00 6.302101612091064453e+00 5.382174015045166016e+00 0.000000000000000000e+00
1.150439843750000000e+04 1.629788017272949219e+01 -7.785315513610839844e-01 2.260892928355341951e+02 1.577040553092956543e-01 2.174305448609725318e+02 2.892877817153930664e+00 6.301472663879394531e+00 5.382103919982910156e+00 0.000000000000000000e+00
1.150489941406250000e+04 1.629714965820312500e+01 -7.788763046264648438e-01 2.073725916510647096e+02 1.577918082475662231e-01 1.995282127504260643e+02 2.891821622848510742e+00 6.301343917846679688e+00 5.381521224975585938e+00 0.000000000000000000e+00
1.150539941406250000e+04 1.629641914367675781e+01 -7.788869142532348633e-01 2.155558906745220611e+02 1.576146483421325684e-01 2.074536440988563299e+02 2.892212390899658203e+00 6.302262306213378906e+00 5.383259296417236328e+00 0.000000000000000000e+00
1.150590332031250000e+04 1.629568672180175781e+01 -7.789926528930664062e-01 2.058294457043541854e+02 1.576900035142898560e-01 1.984830150568998022e+02 2.891935110092163086e+00 6.302324295043945312e+00 5.382906436920166016e+00 0.000000000000000000e+00
1.150640234375000000e+04 1.629496002197265625e+01 -7.791547179222106934e-01 2.153673422073071322e+02 1.576956063508987427e-01 2.075165278018514243e+02 2.891335964202880859e+00 6.302039623260498047e+00 5.382633209228515625e+00 0.000000000000000000e+00
1.150690136718750000e+04 1.629423332214355469e+01 -7.791509628295898438e-01 2.017373918180290673e+02 1.575815528631210327e-01 1.941074074312388404e+02 2.890152454376220703e+00 6.299437046051025391e+00 5.381024360656738281e+00 0.000000000000000000e+00
1.150740429687500000e+04 1.629350280761718750e+01 -7.791208624839782715e-01 2.137563092489369012e+02 1.576348096132278442e-01 2.063030479689491301e+02 2.888953924179077148e+00 6.296634674072265625e+00 5.378344058990478516e+00 0.000000000000000000e+00
1.150790625000000000e+04 1.629277229309082031e+01 -7.792245149612426758e-01 2.231677187780358622e+02 1.575705558061599731e-01 2.149289073007536217e+02 2.884674787521362305e+00 6.287960052490234375e+00 5.371279239654541016e+00 0.000000000000000000e+00
1.150840527343750000e+04 1.629204559326171875e+01 -7.792689800262451172e-01 2.152673521818806250e+02 1.576816439628601074e-01 2.074335007516651501e+02 2.887672424316406250e+00 6.294774055480957031e+00 5.376502990722656250e+00 0.000000000000000000e+00
1.150890332031250000e+04 1.629132270812988281e+01 -7.792215347290039062e-01 2.141619225062946157e+02 1.575303375720977783e-01 2.063615989581394103e+02 2.888134241104125977e+00 6.295482158660888672e+00 5.377921104431152344e+00 0.000000000000000000e+00
1.150940429687500000e+04 1.629059028625488281e+01 -7.790642380714416504e-01 2.259777275326981965e+02 1.573778837919235229e-01 2.175444084883537244e+02 2.886766910552978516e+00 6.291511535644531250e+00 5.375349044799804688e+00 0.000000000000000000e+00
1.150990234375000000e+04 1.628986740112304688e+01 -7.790509462356567383e-01 2.319657218182151723e+02 1.575495898723602295e-01 2.235184923779835913e+02 2.876719474792480469e+00 6.269530773162841797e+00 5.355648994445800781e+00 0.000000000000000000e+00
1.151039453125000000e+04 1.628915023803710938e+01 -7.791739106178283691e-01 2.288752945485270800e+02 1.575536578893661499e-01 2.204108909275947497e+02 2.871908903121948242e+00 6.259816169738769531e+00 5.347328662872314453e+00 0.000000000000000000e+00
1.151089941406250000e+04 1.628841781616210938e+01 -7.788929343223571777e-01 2.395415715728334192e+02 1.573174744844436646e-01 2.302550230410631684e+02 2.883759021759033203e+00 6.283879756927490234e+00 5.369152545928955078e+00 0.000000000000000000e+00
1.151139746093750000e+04 1.628769302368164062e+01 -7.790867090225219727e-01 2.244695775424500255e+02 1.575666964054107666e-01 2.164511064855652194e+02 2.887488126754760742e+00 6.293224811553955078e+00 5.375797748565673828e+00 0.000000000000000000e+00
1.151189550781250000e+04 1.628696823120117188e+01 -7.793552875518798828e-01 2.142007246346937848e+02 1.574558913707733154e-01 2.064097010211470717e+02 2.887461185455322266e+00 6.294857025146484375e+00 5.377787590026855469e+00 0.000000000000000000e+00
1.151240429687500000e+04 1.628622817993164062e+01 -7.790216207504272461e-01 2.158872013346174299e+02 1.572878360748291016e-01 2.078027394382647799e+02 2.887353658676147461e+00 6.292522430419921875e+00 5.376696586608886719e+00 0.000000000000000000e+00
1.151290625000000000e+04 1.628549957275390625e+01 -7.791014909744262695e-01 2.194111322691150292e+02 1.573140174150466919e-01 2.109223581828050271e+02 2.887318372726440430e+00 6.292948246002197266e+00 5.376919746398925781e+00 0.000000000000000000e+00
1.151339941406250000e+04 1.628478240966796875e+01 -7.789501547813415527e-01 2.243079372853342477e+02 1.573896855115890503e-01 2.157975028433837963e+02 2.886965751647949219e+00 6.291227340698242188e+00 5.375042438507080078e+00 0.000000000000000000e+00
1.151390039062500000e+04 1.628405570983886719e+01 -7.789893150329589844e-01 2.275537976719828350e+02 1.573809385299682617e-01 2.185994307639077761e+02 2.886558294296264648e+00 6.290585994720458984e+00 5.374541759490966797e+00 0.000000000000000000e+00
1.151440039062500000e+04 1.628332710266113281e+01 -7.789711952209472656e-01 2.247044966092583138e+02 1.573227792978286743e-01 2.165075260696637542e+02 2.886735677719116211e+00 6.290858268737792969e+00 5.375086784362792969e+00 0.000000000000000000e+00
1.151490136718750000e+04 1.628260040283203125e+01 -7.791041731834411621e-01 2.165591872656924295e+02 1.574065983295440674e-01 2.092985953042970380e+02 2.885829210281372070e+00 6.289719104766845703e+00 5.373662948608398438e+00 0.000000000000000000e+00
1.151540429687500000e+04 1.628186798095703125e+01 -7.790279388427734375e-01 2.274791953082124962e+02 1.572015583515167236e-01 2.186869264655466338e+02 2.885403394699096680e+00 6.288311958312988281e+00 5.373562335968017578e+00 0.000000000000000000e+00
1.151590722656250000e+04 1.628113746643066406e+01 -7.790130376815795898e-01 2.202725807269746667e+02 1.573476344347000122e-01 2.125373352264423374e+02 2.884199142456054688e+00 6.285593509674072266e+00 5.370454788208007812e+00 0.000000000000000000e+00
1.151640136718750000e+04 1.628041839599609375e+01 -7.790821790695190430e-01 2.067624777432573921e+02 1.571689546108245850e-01 1.986956699166735802e+02 2.883807182312011719e+00 6.285174369812011719e+00 5.371056556701660156e+00 0.000000000000000000e+00
1.151690136718750000e+04 1.627969169616699219e+01 -7.789734601974487305e-01 2.343004524732178595e+02 1.571969687938690186e-01 2.257308749248836079e+02 2.883965253829956055e+00 6.284835338592529297e+00 5.370616436004638672e+00 0.000000000000000000e+00
1.151740136718750000e+04 1.627896499633789062e+01 -7.790135741233825684e-01 2.088216483067424178e+02 1.572546362876892090e-01 2.007777301842217810e+02 2.883785963058471680e+00 6.284696578979492188e+00 5.370188236236572266e+00 0.000000000000000000e+00
1.151790039062500000e+04 1.627824020385742188e+01 -7.789255976676940918e-01 2.173977666574290595e+02 1.572183668613433838e-01 2.095208901876843868e+02 2.882767438888549805e+00 6.281924247741699219e+00 5.368013858795166016e+00 0.000000000000000000e+00
1.151839746093750000e+04 1.627751731872558594e+01 -7.788978219032287598e-01 2.071212951101185524e+02 1.570979505777359009e-01 1.994775275991943317e+02 2.882530212402343750e+00 6.281232833862304688e+00 5.368069171905517578e+00 0.000000000000000000e+00
1.151889648437500000e+04 1.627679443359375000e+01 -7.788989543914794922e-01 2.185546721369701118e+02 1.572375148534774780e-01 2.103250384903157340e+02 2.881254673004150391e+00 6.278460502624511719e+00 5.364951133728027344e+00 0.000000000000000000e+00
1.151939843750000000e+04 1.627606582641601562e+01 -7.784767150878906250e-01 2.139661879673506917e+02 1.570119708776473999e-01 2.060978701100681292e+02 2.882125854492187500e+00 6.277707576751708984e+00 5.365518093109130859e+00 0.000000000000000000e+00
1.151990039062500000e+04 1.627533531188964844e+01 -7.784055471420288086e-01 2.373854070378822883e+02 1.570999920368194580e-01 2.286932712021750262e+02 2.881588935852050781e+00 6.276091575622558594e+00 5.363664627075195312e+00 0.000000000000000000e+00
1.152040429687500000e+04 1.627460670471191406e+01 -7.781003713607788086e-01 2.212795065721969650e+02 1.570438593626022339e-01 2.131007249703514503e+02 2.881266593933105469e+00 6.273474693298339844e+00 5.361729145050048828e+00 0.000000000000000000e+00
1.152090234375000000e+04 1.627388191223144531e+01 -7.779955863952636719e-01 2.367489079817893298e+02 1.571966707706451416e-01 2.282332026655759307e+02 2.883016109466552734e+00 6.276626110076904297e+00 5.363602638244628906e+00 0.000000000000000000e+00
1.152140234375000000e+04 1.627315711975097656e+01 -7.769485116004943848e-01 2.248057249493627978e+02 1.571096628904342651e-01 2.166504631470786535e+02 2.838673830032348633e+00 6.173620700836181641e+00 5.276040077209472656e+00 0.000000000000000000e+00
1.152190136718750000e+04 1.627243041992187500e+01 -7.771968245506286621e-01 2.307759385303164379e+02 1.570010632276535034e-01 2.222621055389026878e+02 2.861486434936523438e+00 6.224779605865478516e+00 5.320338726043701172e+00 0.000000000000000000e+00
1.152240039062500000e+04 1.627170562744140625e+01 -7.772760987281799316e-01 2.203962099084734518e+02 1.569982171058654785e-01 2.120347383785856152e+02 2.876887083053588867e+00 6.258778095245361328e+00 5.349412441253662109e+00 0.000000000000000000e+00
1.152290429687500000e+04 1.627097702026367188e+01 -7.775192856788635254e-01 2.255330341127665292e+02 1.572754085063934326e-01 2.173857803405805669e+02 2.884273290634155273e+00 6.276372909545898438e+00 5.362964153289794922e+00 0.000000000000000000e+00
1.152340527343750000e+04 1.627024841308593750e+01 -7.774096131324768066e-01 2.222125204287815166e+02 1.572315096855163574e-01 2.142335343005668449e+02 2.884702444076538086e+00 6.276618480682373047e+00 5.363409519195556641e+00 0.000000000000000000e+00
1.152390332031250000e+04 1.626952743530273438e+01 -7.769541740417480469e-01 2.153928793294720947e+02 1.569189429283142090e-01 2.075406143888844213e+02 2.886182069778442383e+00 6.276978492736816406e+00 5.365393638610839844e+00 0.000000000000000000e+00
1.152440039062500000e+04 1.626880455017089844e+01 -7.765606045722961426e-01 2.145935885195494848e+02 1.569202691316604614e-01 2.064589509036214849e+02 2.886772394180297852e+00 6.275791645050048828e+00 5.364372253417968750e+00 0.000000000000000000e+00
1.152489843750000000e+04 1.626808166503906250e+01 -7.763958573341369629e-01 2.449311527242276441e+02 1.568444520235061646e-01 2.359501157066465282e+02 2.886203289031982422e+00 6.273520946502685547e+00 5.362837791442871094e+00 0.000000000000000000e+00
1.152539355468750000e+04 1.626736259460449219e+01 -7.762886881828308105e-01 2.198488430913682237e+02 1.570661664009094238e-01 2.117636756410683461e+02 2.885291814804077148e+00 6.270867824554443359e+00 5.359381675720214844e+00 0.000000000000000000e+00
1.152589550781250000e+04 1.626663589477539062e+01 -7.759790420532226562e-01 2.252025348756578751e+02 1.569837480783462524e-01 2.169231472877029603e+02 2.885814666748046875e+00 6.270062446594238281e+00 5.359135150909423828e+00 0.000000000000000000e+00
1.152640332031250000e+04 1.626589965820312500e+01 -7.757146358489990234e-01 2.292501169720338225e+02 1.569509357213973999e-01 2.206913373642130409e+02 2.886384248733520508e+00 6.269641876220703125e+00 5.358951091766357422e+00 0.000000000000000000e+00
1.152690527343750000e+04 1.626517295837402344e+01 -7.753452658653259277e-01 2.279409707612794591e+02 1.567898243665695190e-01 2.196484549253310092e+02 2.886430501937866211e+00 6.267426967620849609e+00 5.357921123504638672e+00 0.000000000000000000e+00
1.152740332031250000e+04 1.626445198059082031e+01 -7.752595543861389160e-01 2.261514641285738776e+02 1.568384319543838501e-01 2.176524439661384065e+02 2.885334014892578125e+00 6.264509201049804688e+00 5.355166435241699219e+00 0.000000000000000000e+00
1.152790136718750000e+04 1.626372718811035156e+01 -7.749629616737365723e-01 2.130170990482819775e+02 1.566844433546066284e-01 2.052543842768480999e+02 2.884225845336914062e+00 6.260246276855468750e+00 5.352346420288085938e+00 0.000000000000000000e+00
1.152840136718750000e+04 1.626300239562988281e+01 -7.746624350547790527e-01 2.296791288544548877e+02 1.567504853010177612e-01 2.215056804545156979e+02 2.884801864624023438e+00 6.259614944458007812e+00 5.351453304290771484e+00 0.000000000000000000e+00
1.152890234375000000e+04 1.626227569580078125e+01 -7.744262814521789551e-01 2.215194564053757063e+02 1.568020582199096680e-01 2.128847206412739581e+02 2.884190082550048828e+00 6.256809711456298828e+00 5.348779201507568359e+00 0.000000000000000000e+00
1.152940722656250000e+04 1.626154518127441406e+01 -7.743824720382690430e-01 2.198322246945009226e+02 1.566629409790039062e-01 2.114944927662741634e+02 2.884235858917236328e+00 6.256634712219238281e+00 5.349373817443847656e+00 0.000000000000000000e+00
1.152990625000000000e+04 1.626082038879394531e+01 -7.738196849822998047e-01 2.142629701541959264e+02 1.566414386034011841e-01 2.063419597886285715e+02 2.883562803268432617e+00 6.251655101776123047e+00 5.345231533050537109e+00 0.000000000000000000e+00
1.153040429687500000e+04 1.626009941101074219e+01 -7.736155390739440918e-01 2.318862389213287543e+02 1.569214910268783569e-01 2.231076809474610911e+02 2.882016420364379883e+00 6.247027397155761719e+00 5.339778900146484375e+00 0.000000000000000000e+00
1.153089941406250000e+04 1.625938034057617188e+01 -7.730812430381774902e-01 2.120155376759926469e+02 1.569039523601531982e-01 2.040402439629753530e+02 2.881784439086914062e+00 6.243187904357910156e+00 5.336590766906738281e+00 0.000000000000000000e+00
1.153140332031250000e+04 1.625865173339843750e+01 -7.725228667259216309e-01 2.251839116483871805e+02 1.567696481943130493e-01 2.164877271170710742e+02 2.882380485534667969e+00 6.240993499755859375e+00 5.335431575775146484e+00 0.000000000000000000e+00
1.153190332031250000e+04 1.625792694091796875e+01 -7.719479203224182129e-01 2.072238594769583813e+02 1.566195189952850342e-01 1.995319069476217919e+02 2.881744623184204102e+00 6.236030101776123047e+00 5.331988334655761719e+00 0.000000000000000000e+00
1.153239453125000000e+04 1.625721549987792969e+01 -7.714528441429138184e-01 2.240218509442695165e+02 1.568296700716018677e-01 2.162264446277970364e+02 2.881238698959350586e+00 6.231849670410156250e+00 5.327294349670410156e+00 0.000000000000000000e+00
1.153289453125000000e+04 1.625649070739746094e+01 -7.706180214881896973e-01 2.186287110800707580e+02 1.567386686801910400e-01 2.106900841926982366e+02 2.881008863449096680e+00 6.226152420043945312e+00 5.322908878326416016e+00 0.000000000000000000e+00
1.153340332031250000e+04 1.625575256347656250e+01 -7.700710296630859375e-01 2.331414236383022285e+02 1.567098200321197510e-01 2.242352665834780225e+02 2.880902767181396484e+00 6.222518444061279297e+00 5.319955348968505859e+00 0.000000000000000000e+00
1.153390527343750000e+04 1.625502777099609375e+01 -7.697579860687255859e-01 2.136034637924565232e+02 1.565857827663421631e-01 2.058808343727855004e+02 2.880306959152221680e+00 6.219284534454345703e+00 5.317850112915039062e+00 0.000000000000000000e+00
1.153440136718750000e+04 1.625430679321289062e+01 -7.690156698226928711e-01 2.294044954843823518e+02 1.566124856472015381e-01 2.207556371741548844e+02 2.881013631820678711e+00 6.216194152832031250e+00 5.315065383911132812e+00 0.000000000000000000e+00
1.153490039062500000e+04 1.625358581542968750e+01 -7.683624625205993652e-01 2.154875480767491069e+02 1.565715074539184570e-01 2.079897703384353349e+02 2.879949331283569336e+00 6.209840297698974609e+00 5.309850215911865234e+00 0.000000000000000000e+00
1.153540136718750000e+04 1.625285911560058594e+01 -7.678354382514953613e-01 2.246356721210602245e+02 1.564799696207046509e-01 2.160631671129373217e+02 2.878787755966186523e+00 6.204064846038818359e+00 5.305397510528564453e+00 0.000000000000000000e+00
1.153590234375000000e+04 1.625213432312011719e+01 -7.672086954116821289e-01 2.341465489408279268e+02 1.566069871187210083e-01 2.250697501095574751e+02 2.879107475280761719e+00 6.200866699218750000e+00 5.301989078521728516e+00 0.000000000000000000e+00
1.153640332031250000e+04 1.625140762329101562e+01 -7.662938833236694336e-01 2.193164833286297721e+02 1.567061543464660645e-01 2.108256118987162893e+02 2.879156827926635742e+00 6.195302486419677734e+00 5.296706199645996094e+00 0.000000000000000000e+00
1.153690625000000000e+04 1.625068092346191406e+01 -7.653277516365051270e-01 2.071056571925377909e+02 1.561490148305892944e-01 1.997032098170461722e+02 2.879272699356079102e+00 6.189568996429443359e+00 5.294753551483154297e+00 0.000000000000000000e+00
1.153740136718750000e+04 1.624996185302734375e+01 -7.648525834083557129e-01 2.154868660169242673e+02 1.565736532211303711e-01 2.074619615433052218e+02 2.877635955810546875e+00 6.183111667633056641e+00 5.286984443664550781e+00 0.000000000000000000e+00
1.153789843750000000e+04 1.624924468994140625e+01 -7.636595368385314941e-01 2.420274477552421217e+02 1.563996374607086182e-01 2.331462215337204782e+02 2.878022193908691406e+00 6.176568508148193359e+00 5.282308578491210938e+00 0.000000000000000000e+00
1.153839453125000000e+04 1.624852561950683594e+01 -7.628585696220397949e-01 2.224325927105103631e+02 1.563211381435394287e-01 2.138113739661903310e+02 2.876367092132568359e+00 6.168074131011962891e+00 5.275457859039306641e+00 0.000000000000000000e+00
1.153889453125000000e+04 1.624780273437500000e+01 -7.617036700248718262e-01 2.364727486908256537e+02 1.564626395702362061e-01 2.276479877706918558e+02 2.877249240875244141e+00 6.162844181060791016e+00 5.270239353179931641e+00 0.000000000000000000e+00
1.153940136718750000e+04 1.624707221984863281e+01 -7.606272101402282715e-01 2.382241751075898719e+02 1.564102470874786377e-01 2.287242347811082936e+02 2.876826763153076172e+00 6.155309677124023438e+00 5.264071941375732422e+00 0.000000000000000000e+00
1.153990527343750000e+04 1.624634170532226562e+01 -7.594580650329589844e-01 2.350508360200317384e+02 1.564504057168960571e-01 2.259752115841180569e+02 2.876421689987182617e+00 6.147251605987548828e+00 5.256969451904296875e+00 0.000000000000000000e+00
1.154040234375000000e+04 1.624562072753906250e+01 -7.582179307937622070e-01 2.355664214827728813e+02 1.563776135444641113e-01 2.267902068464499621e+02 2.874903678894042969e+00 6.136393070220947266e+00 5.248065471649169922e+00 0.000000000000000000e+00
1.154090429687500000e+04 1.624489593505859375e+01 -7.570539116859436035e-01 2.397919626361902203e+02 1.564079970121383667e-01 2.302851611199540400e+02 2.874696731567382812e+00 6.128813266754150391e+00 5.241423606872558594e+00 0.000000000000000000e+00
1.154140625000000000e+04 1.624416923522949219e+01 -7.557521462440490723e-01 2.318437285548477291e+02 1.564300209283828735e-01 2.226295395519550198e+02 2.874730825424194336e+00 6.120912551879882812e+00 5.234551429748535156e+00 0.000000000000000000e+00
1.154190039062500000e+04 1.624345207214355469e+01 -7.542286515235900879e-01 2.188416139047814681e+02 1.563612967729568481e-01 2.104671242408104206e+02 2.874558210372924805e+00 6.111227512359619141e+00 5.226628303527832031e+00 0.000000000000000000e+00
1.154240136718750000e+04 1.624272918701171875e+01 -7.528223991394042969e-01 2.306299951649485820e+02 1.564985215663909912e-01 2.219903439608276585e+02 2.873998880386352539e+00 6.101452350616455078e+00 5.217551708221435547e+00 0.000000000000000000e+00
1.154290332031250000e+04 1.624200248718261719e+01 -7.510910034179687500e-01 2.485337154514858184e+02 1.562738269567489624e-01 2.390320256262746454e+02 2.874091863632202148e+00 6.091094493865966797e+00 5.209865093231201172e+00 0.000000000000000000e+00
1.154340429687500000e+04 1.624127960205078125e+01 -7.495982050895690918e-01 2.432540672546950589e+02 1.563843488693237305e-01 2.342834195625152631e+02 2.872589111328125000e+00 6.078828334808349609e+00 5.198799133300781250e+00 0.000000000000000000e+00
1.154390527343750000e+04 1.624055480957031250e+01 -7.478610873222351074e-01 2.272394892189005020e+02 1.563701778650283813e-01 2.182825462434321082e+02 2.872423887252807617e+00 6.067928791046142578e+00 5.189550876617431641e+00 0.000000000000000000e+00
1.154440429687500000e+04 1.623983573913574219e+01 -7.457662224769592285e-01 2.207899168776184240e+02 1.562693417072296143e-01 2.127032454445568987e+02 2.872546672821044922e+00 6.055489540100097656e+00 5.179434299468994141e+00 0.000000000000000000e+00
1.154489648437500000e+04 1.623912239074707031e+01 -7.436509728431701660e-01 2.255192034805236858e+02 1.563673168420791626e-01 2.169700084096020873e+02 2.871364593505859375e+00 6.040207386016845703e+00 5.165856838226318359e+00 0.000000000000000000e+00
1.154539746093750000e+04 1.623839759826660156e+01 -7.413579821586608887e-01 2.266340553552631434e+02 1.562377214431762695e-01 2.179941186526419301e+02 2.871637105941772461e+00 6.026945114135742188e+00 5.155182838439941406e+00 0.000000000000000000e+00
1.154589941406250000e+04 1.623767280578613281e+01 -7.388710975646972656e-01 2.322911132715122164e+02 1.563429534435272217e-01 2.232194917180722200e+02 2.871613025665283203e+00 6.011924743652343750e+00 5.141793727874755859e+00 0.000000000000000000e+00
1.154639453125000000e+04 1.623695755004882812e+01 -7.360935211181640625e-01 2.278990476554109250e+02 1.562887132167816162e-01 2.194002041050675302e+02 2.871464967727661133e+00 5.994940280914306641e+00 5.127545833587646484e+00 0.000000000000000000e+00
1.154689453125000000e+04 1.623623657226562500e+01 -7.334001064300537109e-01 2.324992657042951123e+02 1.564821153879165649e-01 2.239838043580269300e+02 2.870743274688720703e+00 5.977313041687011719e+00 5.111480236053466797e+00 0.000000000000000000e+00
1.154739941406250000e+04 1.623550415039062500e+01 -7.304561138153076172e-01 2.251708065644100145e+02 1.563485562801361084e-01 2.166859738437646001e+02 2.870513439178466797e+00 5.959264278411865234e+00 5.096726417541503906e+00 0.000000000000000000e+00
1.154790332031250000e+04 1.623477745056152344e+01 -7.270910143852233887e-01 2.391080374573390372e+02 1.562670916318893433e-01 2.302332684374463270e+02 2.871001243591308594e+00 5.940253734588623047e+00 5.080881595611572266e+00 0.000000000000000000e+00
1.154840136718750000e+04 1.623405838012695312e+01 -7.237522006034851074e-01 2.394023414330400215e+02 1.562021374702453613e-01 2.303113595218515854e+02 2.870027780532836914e+00 5.918446063995361328e+00 5.062557220458984375e+00 0.000000000000000000e+00
1.154890136718750000e+04 1.623333549499511719e+01 -7.202490568161010742e-01 2.316145735450302254e+02 1.563083827495574951e-01 2.227197134466715056e+02 2.869076967239379883e+00 5.895795345306396484e+00 5.042646408081054688e+00 0.000000000000000000e+00
1.154940234375000000e+04 1.623261070251464844e+01 -7.163174152374267578e-01 2.395982951334404163e+02 1.563306152820587158e-01 2.303983491041137484e+02 2.868944168090820312e+00 5.872388839721679688e+00 5.022515296936035156e+00 0.000000000000000000e+00
1.154990429687500000e+04 1.623188781738281250e+01 -7.118213176727294922e-01 2.456132597766190599e+02 1.559259742498397827e-01 2.360046151301600048e+02 2.868587970733642578e+00 5.845319271087646484e+00 5.001387119293212891e+00 0.000000000000000000e+00
1.155040332031250000e+04 1.623116683959960938e+01 -7.072595953941345215e-01 2.292709093299633025e+02 1.562841236591339111e-01 2.203657522641150024e+02 2.867959260940551758e+00 5.817440032958984375e+00 4.975750446319580078e+00 0.000000000000000000e+00
1.155089941406250000e+04 1.623044776916503906e+01 -7.022951841354370117e-01 2.434574972041918102e+02 1.561418771743774414e-01 2.343100884178884087e+02 2.867994308471679688e+00 5.788702011108398438e+00 4.951874732971191406e+00 0.000000000000000000e+00
1.155139843750000000e+04 1.622973060607910156e+01 -6.969642639160156250e-01 2.473584010300115210e+02 1.561585962772369385e-01 2.375279038140066064e+02 2.867031574249267578e+00 5.755992412567138672e+00 4.923811435699462891e+00 0.000000000000000000e+00
1.155189355468750000e+04 1.622901344299316406e+01 -6.903999447822570801e-01 2.372084827815584163e+02 1.560737490653991699e-01 2.281605501122722330e+02 2.866402626037597656e+00 5.717077732086181641e+00 4.890937805175781250e+00 0.000000000000000000e+00
1.155239550781250000e+04 1.622829055786132812e+01 -6.831770539283752441e-01 2.488784358747468275e+02 1.561112850904464722e-01 2.397293693903258713e+02 2.865731477737426758e+00 5.674603462219238281e+00 4.854418754577636719e+00 0.000000000000000000e+00
1.155289746093750000e+04 1.622756576538085938e+01 -6.751023530960083008e-01 2.613862074568855292e+02 1.561596244573593140e-01 2.512586340807141312e+02 2.865573167800903320e+00 5.628656387329101562e+00 4.814879894256591797e+00 0.000000000000000000e+00
1.155339746093750000e+04 1.622684478759765625e+01 -6.664353013038635254e-01 2.360161796295359409e+02 1.561072021722793579e-01 2.269726083290853467e+02 2.863781690597534180e+00 5.576594829559326172e+00 4.770595550537109375e+00 0.000000000000000000e+00
1.155389843750000000e+04 1.622611999511718750e+01 -6.567658782005310059e-01 2.542679376894608936e+02 1.563439667224884033e-01 2.444726441632910223e+02 2.863306045532226562e+00 5.522015094757080078e+00 4.722785949707031250e+00 0.000000000000000000e+00
1.155440136718750000e+04 1.622539329528808594e+01 -6.464844346046447754e-01 2.481419041149942188e+02 1.561931669712066650e-01 2.389164087687672975e+02 2.862926006317138672e+00 5.464806079864501953e+00 4.674561977386474609e+00 0.000000000000000000e+00
1.155490429687500000e+04 1.622467041015625000e+01 -6.352404952049255371e-01 2.461218092219545781e+02 1.563677340745925903e-01 2.372596868897582567e+02 2.861843109130859375e+00 5.401660442352294922e+00 4.619740962982177734e+00 0.000000000000000000e+00
1.155540527343750000e+04 1.622394752502441406e+01 -6.222146153450012207e-01 2.583394461022509745e+02 1.562775969505310059e-01 2.480528512007335280e+02 2.862293243408203125e+00 5.332593441009521484e+00 4.561082839965820312e+00 0.000000000000000000e+00
1.155590429687500000e+04 1.622322463989257812e+01 -6.073981523513793945e-01 2.519468625286689019e+02 1.562197804450988770e-01 2.418505702839087235e+02 2.861270904541015625e+00 5.252289295196533203e+00 4.492656707763671875e+00 0.000000000000000000e+00
1.155640332031250000e+04 1.622250747680664062e+01 -5.906445384025573730e-01 2.668925609672842825e+02 1.563342809677124023e-01 2.564926227378222165e+02 2.861680746078491211e+00 5.165767669677734375e+00 4.418142795562744141e+00 0.000000000000000000e+00
1.155690136718750000e+04 1.622178840637207031e+01 -5.712115764617919922e-01 2.496330728983497806e+02 1.563784331083297729e-01 2.398057732391465606e+02 2.860648393630981445e+00 5.064522743225097656e+00 4.331359386444091797e+00 0.000000000000000000e+00
1.155740625000000000e+04 1.622105979919433594e+01 -5.484647154808044434e-01 2.738573785028053180e+02 1.563559025526046753e-01 2.625161017180810745e+02 2.860776901245117188e+00 4.950843334197998047e+00 4.234232425689697266e+00 0.000000000000000000e+00
1.155790527343750000e+04 1.622034072875976562e+01 -5.231096148490905762e-01 2.614812545513908049e+02 1.565500050783157349e-01 2.509981986367047853e+02 2.860578298568725586e+00 4.826557159423828125e+00 4.127134799957275391e+00 0.000000000000000000e+00
1.155839843750000000e+04 1.621962928771972656e+01 -4.929186105728149414e-01 2.703423846907847405e+02 1.565594822168350220e-01 2.597029928486771837e+02 2.860960483551025391e+00 4.683641910552978516e+00 4.004891395568847656e+00 0.000000000000000000e+00
1.155889453125000000e+04 1.621891212463378906e+01 -4.555480182170867920e-01 2.840222304434331591e+02 1.564631462097167969e-01 2.725231890897401854e+02 2.858472347259521484e+00 4.507917881011962891e+00 3.855004787445068359e+00 0.000000000000000000e+00
1.155939648437500000e+04 1.621818733215332031e+01 -4.108716249465942383e-01 2.950803441763599153e+02 1.567779034376144409e-01 2.840125510824837534e+02 2.859028577804565430e+00 4.311791896820068359e+00 3.686124563217163086e+00 0.000000000000000000e+00
